unit,unitLabel,quant,quantLabel
http://qudt.org/vocab/unit/GAL_US-PER-DAY,US Gallon per Day,http://qudt.org/vocab/quantitykind/VolumePerUnitTime,Volume per Unit Time
http://qudt.org/vocab/unit/GAL_US-PER-HR,Gallon (US) Per Hour,http://qudt.org/vocab/quantitykind/VolumeFlowRate,Volume Flow Rate
http://qudt.org/vocab/unit/GAL_US-PER-MIN,US Gallon per Minute,http://qudt.org/vocab/quantitykind/VolumePerUnitTime,Volume per Unit Time
http://qudt.org/vocab/unit/GAL_US-PER-SEC,Gallon (US Liquid) Per Second,http://qudt.org/vocab/quantitykind/VolumeFlowRate,Volume Flow Rate
http://qudt.org/vocab/unit/GAL_US_DRY,Dry Gallon US,http://qudt.org/vocab/quantitykind/DryVolume,Dry Volume
http://qudt.org/vocab/unit/GAUGE_FR,French Gauge,http://qudt.org/vocab/quantitykind/Length,Length
http://qudt.org/vocab/unit/GAUSS,Gauss,http://qudt.org/vocab/quantitykind/MagneticFluxDensity,Magnetic flux density
http://qudt.org/vocab/unit/Gs,Gs,http://qudt.org/vocab/quantitykind/MagneticFluxDensity,Magnetic flux density
http://qudt.org/vocab/unit/T_Ab,Abtesla,http://qudt.org/vocab/quantitykind/MagneticFluxDensity,Magnetic flux density
http://qudt.org/vocab/unit/T_Ab,Abtesla,http://qudt.org/vocab/quantitykind/MagneticField,Magnetic Field
http://qudt.org/vocab/unit/GI,Gilbert,http://qudt.org/vocab/quantitykind/MagnetomotiveForce,Magnetomotive Force
http://qudt.org/vocab/unit/GI_UK,Gill (UK),http://qudt.org/vocab/quantitykind/Volume,Volume
http://qudt.org/vocab/unit/GI_UK-PER-DAY,Gill (UK) Per Day,http://qudt.org/vocab/quantitykind/VolumeFlowRate,Volume Flow Rate
http://qudt.org/vocab/unit/GI_UK-PER-HR,Gill (UK) Per Hour,http://qudt.org/vocab/quantitykind/VolumeFlowRate,Volume Flow Rate
http://qudt.org/vocab/unit/GI_UK-PER-MIN,Gill (UK) Per Minute,http://qudt.org/vocab/quantitykind/VolumeFlowRate,Volume Flow Rate
http://qudt.org/vocab/unit/GI_UK-PER-SEC,Gill (UK) Per Second,http://qudt.org/vocab/quantitykind/VolumeFlowRate,Volume Flow Rate
http://qudt.org/vocab/unit/GI_US,Gill (US),http://qudt.org/vocab/quantitykind/Volume,Volume
http://qudt.org/vocab/unit/GI_US-PER-DAY,Gill (US) Per Day,http://qudt.org/vocab/quantitykind/VolumeFlowRate,Volume Flow Rate
http://qudt.org/vocab/unit/GI_US-PER-HR,Gill (US) Per Hour,http://qudt.org/vocab/quantitykind/VolumeFlowRate,Volume Flow Rate
http://qudt.org/vocab/unit/GI_US-PER-MIN,Gill (US) Per Minute,http://qudt.org/vocab/quantitykind/VolumeFlowRate,Volume Flow Rate
http://qudt.org/vocab/unit/GI_US-PER-SEC,Gill (US) Per Second,http://qudt.org/vocab/quantitykind/VolumeFlowRate,Volume Flow Rate
http://qudt.org/vocab/unit/GM,Gram,http://qudt.org/vocab/quantitykind/Mass,Mass
http://qudt.org/vocab/unit/GM-MilliM,Gram Millimetre,http://qudt.org/vocab/quantitykind/LengthMass,Length Mass
http://qudt.org/vocab/unit/GM-PER-CentiM2,Gram Per Square Centimetre,http://qudt.org/vocab/quantitykind/MassPerArea,Mass per Area
http://qudt.org/vocab/unit/GM-PER-CentiM3,Gram Per Cubic Centimetre,http://qudt.org/vocab/quantitykind/MassDensity,Mass Density
http://qudt.org/vocab/unit/GM-PER-DAY,Gram Per Day,http://qudt.org/vocab/quantitykind/MassFlowRate,Mass Flow Rate
http://qudt.org/vocab/unit/GM-PER-DEG_C,Gram Degree Celsius,http://qudt.org/vocab/quantitykind/MassTemperature,Mass Temperature
http://qudt.org/vocab/unit/GM-PER-DeciM3,Gram Per Cubic Decimetre,http://qudt.org/vocab/quantitykind/MassDensity,Mass Density
http://qudt.org/vocab/unit/GM-PER-GM,Gram Per Gram,http://qudt.org/vocab/quantitykind/MassRatio,Mass Ratio
http://qudt.org/vocab/unit/GM-PER-HR,Gram Per Hour,http://qudt.org/vocab/quantitykind/MassFlowRate,Mass Flow Rate
http://qudt.org/vocab/unit/GM-PER-KiloGM,Gram Per Kilogram,http://qudt.org/vocab/quantitykind/MassRatio,Mass Ratio
http://qudt.org/vocab/unit/GM-PER-KiloM,Gram Per Kilometre,http://qudt.org/vocab/quantitykind/MassPerLength,Mass per Length
http://qudt.org/vocab/unit/GM-PER-L,Gram Per Litre,http://qudt.org/vocab/quantitykind/MassDensity,Mass Density
http://qudt.org/vocab/unit/GM-PER-M,Gram Per Metre,http://qudt.org/vocab/quantitykind/MassPerLength,Mass per Length
http://qudt.org/vocab/unit/GM-PER-M2,Gram Per Square Metre,http://qudt.org/vocab/quantitykind/MassPerArea,Mass per Area
http://qudt.org/vocab/unit/GM-PER-M2-DAY,grams per square metre per day,http://qudt.org/vocab/quantitykind/MassPerAreaTime,Mass per Area Time
http://qudt.org/vocab/unit/GM-PER-M3,Gram Per Cubic Metre,http://qudt.org/vocab/quantitykind/MassDensity,Mass Density
http://qudt.org/vocab/unit/GM-PER-MIN,Gram Per Minute,http://qudt.org/vocab/quantitykind/MassFlowRate,Mass Flow Rate
http://qudt.org/vocab/unit/GM-PER-MOL,Gram Per Mole,http://qudt.org/vocab/quantitykind/MolarMass,Molar Mass
http://qudt.org/vocab/unit/GM-PER-MilliL,Gram Per Millilitre,http://qudt.org/vocab/quantitykind/MassDensity,Mass Density
http://qudt.org/vocab/unit/GM-PER-MilliM,Gram Per Millimetre,http://qudt.org/vocab/quantitykind/MassPerLength,Mass per Length
http://qudt.org/vocab/unit/GM-PER-SEC,Gram Per Second,http://qudt.org/vocab/quantitykind/MassFlowRate,Mass Flow Rate
http://qudt.org/vocab/unit/GM_Carbon-PER-M2-DAY,grams Carbon per square metre per day,http://qudt.org/vocab/quantitykind/MassPerAreaTime,Mass per Area Time
http://qudt.org/vocab/unit/GM_F-PER-CentiM2,Gram Force Per Square Centimetre,http://qudt.org/vocab/quantitykind/ForcePerArea,Force Per Area
http://qudt.org/vocab/unit/GM_Nitrogen-PER-M2-DAY,grams Nitrogen per square metre per day,http://qudt.org/vocab/quantitykind/MassPerAreaTime,Mass per Area Time
http://qudt.org/vocab/unit/GON,Gon,http://qudt.org/vocab/quantitykind/Angle,Angle
http://qudt.org/vocab/unit/GRAD,Grad,http://qudt.org/vocab/quantitykind/Angle,Angle
http://qudt.org/vocab/unit/GR,Grade,http://qudt.org/vocab/quantitykind/DimensionlessRatio,Dimensionless Ratio
http://qudt.org/vocab/unit/GRAIN,Grain,http://qudt.org/vocab/quantitykind/Mass,Mass
http://qudt.org/vocab/unit/GRAIN-PER-GAL,Grain per Gallon,http://qudt.org/vocab/quantitykind/Density,Density
http://qudt.org/vocab/unit/GRAIN-PER-GAL_US,Grain Per Gallon (US),http://qudt.org/vocab/quantitykind/MassDensity,Mass Density
http://qudt.org/vocab/unit/GRAY,Gray,http://qudt.org/vocab/quantitykind/AbsorbedDose,Absorbed Dose
http://qudt.org/vocab/unit/GRAY,Gray,http://qudt.org/vocab/quantitykind/Kerma,Kerma
http://qudt.org/vocab/unit/GRAY-PER-SEC,Gray per Second,http://qudt.org/vocab/quantitykind/AbsorbedDoseRate,Absorbed Dose Rate
http://qudt.org/vocab/unit/GRAY-PER-SEC,Gray per Second,http://qudt.org/vocab/quantitykind/KermaRate,Kerma Rate
http://qudt.org/vocab/unit/GT,Gross Tonnage,http://qudt.org/vocab/quantitykind/Volume,Volume
http://qudt.org/vocab/unit/RT,Register Ton,http://qudt.org/vocab/quantitykind/Volume,Volume
http://qudt.org/vocab/unit/Gamma,Gamma,http://qudt.org/vocab/quantitykind/MagneticFluxDensity,Magnetic flux density
http://qudt.org/vocab/unit/Gamma,Gamma,http://qudt.org/vocab/quantitykind/MagneticField,Magnetic Field
http://qudt.org/vocab/unit/GibiBYTE,GibiByte,http://qudt.org/vocab/quantitykind/Dimensionless,Dimensionless
http://qudt.org/vocab/unit/GibraltarPound,Gibraltar pound,http://qudt.org/vocab/quantitykind/Currency,Currency
http://qudt.org/vocab/unit/GigaBQ,Gigabecquerel,http://qudt.org/vocab/quantitykind/Activity,Activity
http://qudt.org/vocab/unit/GigaBYTE,GigaByte,http://qudt.org/vocab/quantitykind/Dimensionless,Dimensionless
http://qudt.org/vocab/unit/GigaC,GigaCoulomb,http://qudt.org/vocab/quantitykind/ElectricCharge,Electric Charge
http://qudt.org/vocab/unit/GigaC-PER-M3,Gigacoulomb Per Cubic Metre,http://qudt.org/vocab/quantitykind/Speed,Speed
http://qudt.org/vocab/unit/GigaEV,Giga Electron Volt,http://qudt.org/vocab/quantitykind/Energy,Energy
http://qudt.org/vocab/unit/GigaHZ,Gigahertz,http://qudt.org/vocab/quantitykind/Frequency,Frequency
http://qudt.org/vocab/unit/GigaHZ-M,Gigahertz Metre,http://qudt.org/vocab/quantitykind/Speed,Speed
http://qudt.org/vocab/unit/GigaHZ-M,Gigahertz Metre,http://qudt.org/vocab/quantitykind/Velocity,Velocity
http://qudt.org/vocab/unit/GigaHZ-M,Gigahertz Metre,http://qudt.org/vocab/quantitykind/ConductionSpeed,Conduction Speed
http://qudt.org/vocab/unit/GigaHZ-M,Gigahertz Metre,http://qudt.org/vocab/quantitykind/GroupSpeedOfSound,Group Speed of Sound
http://qudt.org/vocab/unit/GigaHZ-M,Gigahertz Metre,http://qudt.org/vocab/quantitykind/PhaseSpeedOfSound,Phase speed of sound
http://qudt.org/vocab/unit/GigaHZ-M,Gigahertz Metre,http://qudt.org/vocab/quantitykind/SoundParticleVelocity,Sound particle velocity
http://qudt.org/vocab/unit/GigaJ,Gigajoule,http://qudt.org/vocab/quantitykind/Energy,Energy
http://qudt.org/vocab/unit/GigaJ,Gigajoule,http://qudt.org/vocab/quantitykind/ThermalEnergy,Thermal Energy
http://qudt.org/vocab/unit/GigaOHM,Gigaohm,http://qudt.org/vocab/quantitykind/Resistance,Resistance
http://qudt.org/vocab/unit/GigaPA,Gigapascal,http://qudt.org/vocab/quantitykind/ForcePerArea,Force Per Area
http://qudt.org/vocab/unit/GigaW,Gigawatt,http://qudt.org/vocab/quantitykind/Power,Power
http://qudt.org/vocab/unit/GigaW-HR,Gigawatt Hour,http://qudt.org/vocab/quantitykind/Energy,Energy
http://qudt.org/vocab/unit/Gold-OunceTroy,Gold (one Troy ounce),http://qudt.org/vocab/quantitykind/Currency,Currency
http://qudt.org/vocab/unit/GoldFranc,Gold franc (special settlement currency),http://qudt.org/vocab/quantitykind/Currency,Currency
http://qudt.org/vocab/unit/Guarani,Guarani,http://qudt.org/vocab/quantitykind/Currency,Currency
http://qudt.org/vocab/unit/GuineaFranc,Guinea Franc,http://qudt.org/vocab/quantitykind/Currency,Currency
http://qudt.org/vocab/unit/GuyanaDollar,Guyana Dollar,http://qudt.org/vocab/quantitykind/Currency,Currency
http://qudt.org/vocab/unit/H,Henry,http://qudt.org/vocab/quantitykind/Inductance,Inductance
http://qudt.org/vocab/unit/H-PER-KiloOHM,Henry Per Kiloohm,http://qudt.org/vocab/quantitykind/Time,Time
http://qudt.org/vocab/unit/H-PER-M,Henry per Metre,http://qudt.org/vocab/quantitykind/ElectromagneticPermeability,Permeability
http://qudt.org/vocab/unit/H-PER-M,Henry per Metre,http://qudt.org/vocab/quantitykind/Permeability,Permeability
http://qudt.org/vocab/unit/H-PER-OHM,Henry Per Ohm,http://qudt.org/vocab/quantitykind/Time,Time
http://qudt.org/vocab/unit/HA,Hectare,http://qudt.org/vocab/quantitykind/Area,Area
http://qudt.org/vocab/unit/HART,Hartley,http://qudt.org/vocab/quantitykind/InformationEntropy,Information Entropy
http://qudt.org/vocab/unit/HART-PER-SEC,Hartley per Second,http://qudt.org/vocab/quantitykind/InformationFlowRate,Information flow rate
http://qudt.org/vocab/unit/HP,Horsepower,http://qudt.org/vocab/quantitykind/Power,Power
http://qudt.org/vocab/unit/HP-PER-M,Horsepower Metric,http://qudt.org/vocab/quantitykind/Power,Power
http://qudt.org/vocab/unit/HP-PER-V,Horsepower Electric,http://qudt.org/vocab/quantitykind/Power,Power
http://qudt.org/vocab/unit/HP_Boiler,Boiler Horsepower,http://qudt.org/vocab/quantitykind/Power,Power
http://qudt.org/vocab/unit/HP_Brake,Horsepower (brake),http://qudt.org/vocab/quantitykind/Power,Power
http://qudt.org/vocab/unit/HP_Electric,Horsepower (electric),http://qudt.org/vocab/quantitykind/Power,Power
http://qudt.org/vocab/unit/HP_Metric,Horsepower (metric),http://qudt.org/vocab/quantitykind/Power,Power
http://qudt.org/vocab/unit/HR,Hour,http://qudt.org/vocab/quantitykind/Time,Time
http://qudt.org/vocab/unit/HR-FT2,Hour Square Foot,http://qudt.org/vocab/quantitykind/AreaTime,Area Time
http://qudt.org/vocab/unit/HR_Sidereal,Sidereal Hour,http://qudt.org/vocab/quantitykind/Time,Time
http://qudt.org/vocab/unit/HZ,Hertz,http://qudt.org/vocab/quantitykind/Frequency,Frequency
http://qudt.org/vocab/unit/PER-SEC,Reciprocal Second,http://qudt.org/vocab/quantitykind/Frequency,Frequency
http://qudt.org/vocab/unit/HZ-M,Hertz Metre,http://qudt.org/vocab/quantitykind/Speed,Speed
http://qudt.org/vocab/unit/HZ-PER-K,Hertz per Kelvin,http://qudt.org/vocab/quantitykind/InverseTimeTemperature,Inverse Time Temperature
http://qudt.org/vocab/unit/HZ-PER-T,Hertz per Tesla,http://qudt.org/vocab/quantitykind/ElectricChargePerMass,Electric Charge Per Mass
http://qudt.org/vocab/unit/HZ-PER-V,Hertz per Volt,http://qudt.org/vocab/quantitykind/InverseMagneticFlux,Inverse Magnetic Flux
http://qudt.org/vocab/unit/H_Ab,Abhenry,http://qudt.org/vocab/quantitykind/Inductance,Inductance
http://qudt.org/vocab/unit/H_Stat,Stathenry,http://qudt.org/vocab/quantitykind/Inductance,Inductance
http://qudt.org/vocab/unit/H_Stat-PER-CentiM,Stathenry per Centimetre,http://qudt.org/vocab/quantitykind/ElectromagneticPermeability,Permeability
http://qudt.org/vocab/unit/H_Stat-PER-CentiM,Stathenry per Centimetre,http://qudt.org/vocab/quantitykind/Permeability,Permeability
http://qudt.org/vocab/unit/HaitiGourde,Haiti Gourde,http://qudt.org/vocab/quantitykind/Currency,Currency
http://qudt.org/vocab/unit/HeartBeat,Heart Beat,http://qudt.org/vocab/quantitykind/Currency,Currency
http://qudt.org/vocab/unit/HectoBAR,Hectobar,http://qudt.org/vocab/quantitykind/ForcePerArea,Force Per Area
http://qudt.org/vocab/unit/HectoC,HectoCoulomb,http://qudt.org/vocab/quantitykind/ElectricCharge,Electric Charge
http://qudt.org/vocab/unit/HectoGM,Hectogram,http://qudt.org/vocab/quantitykind/Mass,Mass
http://qudt.org/vocab/unit/HectoL,Hectolitre,http://qudt.org/vocab/quantitykind/Volume,Volume
http://qudt.org/vocab/unit/HectoM,Hectometre,http://qudt.org/vocab/quantitykind/Length,Length
http://qudt.org/vocab/unit/HectoPA,Hectopascal,http://qudt.org/vocab/quantitykind/ForcePerArea,Force Per Area
http://qudt.org/vocab/unit/MilliBAR,Millibar,http://qudt.org/vocab/quantitykind/ForcePerArea,Force Per Area
http://qudt.org/vocab/unit/PA,Pascal,http://qudt.org/vocab/quantitykind/ForcePerArea,Force Per Area
http://qudt.org/vocab/unit/PA,Pascal,http://qudt.org/vocab/quantitykind/BulkModulus,Bulk Modulus
http://qudt.org/vocab/unit/PA,Pascal,http://qudt.org/vocab/quantitykind/Fugacity,Fugacity
http://qudt.org/vocab/unit/PA,Pascal,http://qudt.org/vocab/quantitykind/ModulusOfElasticity,Modulus of Elasticity
http://qudt.org/vocab/unit/PA,Pascal,http://qudt.org/vocab/quantitykind/ShearModulus,Shear Modulus
http://qudt.org/vocab/unit/HectoPA-L-PER-SEC,Hectopascal Litre Per Second,http://qudt.org/vocab/quantitykind/PowerArea,Power Area
http://qudt.org/vocab/unit/HectoPA-M3-PER-SEC,Hectopascal Cubic Metre Per Second,http://qudt.org/vocab/quantitykind/PowerArea,Power Area
http://qudt.org/vocab/unit/HectoPA-PER-BAR,Hectopascal Per Bar,http://qudt.org/vocab/quantitykind/PressureRatio,Pressure Ratio
http://qudt.org/vocab/unit/HectoPA-PER-HR,Hectopascals per hour,http://qudt.org/vocab/quantitykind/ForcePerAreaTime,Force Per Area Time
http://qudt.org/vocab/unit/HectoPA-PER-K,Hectopascal Per Kelvin,http://qudt.org/vocab/quantitykind/PressureCoefficient,Pressure Coefficient
http://qudt.org/vocab/unit/HongKongDollar,Hong Kong Dollar,http://qudt.org/vocab/quantitykind/Currency,Currency
http://qudt.org/vocab/unit/Hryvnia,Hryvnia,http://qudt.org/vocab/quantitykind/Currency,Currency
http://qudt.org/vocab/unit/IN,Inch,http://qudt.org/vocab/quantitykind/Length,Length
http://qudt.org/vocab/unit/IN-PER-DEG_F,Inch Per Degree Fahrenheit,http://qudt.org/vocab/quantitykind/LinearThermalExpansion,Linear Thermal Expansion
http://qudt.org/vocab/unit/IN-PER-SEC,Inch per Second,http://qudt.org/vocab/quantitykind/Velocity,Velocity
http://qudt.org/vocab/unit/IN-PER-SEC,Inch per Second,http://qudt.org/vocab/quantitykind/PropellantBurnRate,Propellant Burn Rate
http://qudt.org/vocab/unit/IN-PER-SEC2,Inch per Square second,http://qudt.org/vocab/quantitykind/Acceleration,Acceleration
http://qudt.org/vocab/unit/IN2,Square Inch,http://qudt.org/vocab/quantitykind/Area,Area
http://qudt.org/vocab/unit/IN2-PER-SEC,Square Inch Per Second,http://qudt.org/vocab/quantitykind/AreaPerTime,Area per Time
http://qudt.org/vocab/unit/IN3,Cubic Inch,http://qudt.org/vocab/quantitykind/Volume,Volume
http://qudt.org/vocab/unit/IN3-PER-HR,Cubic Inch Per Hour,http://qudt.org/vocab/quantitykind/VolumeFlowRate,Volume Flow Rate
http://qudt.org/vocab/unit/IN3-PER-MIN,Cubic Inch per Minute,http://qudt.org/vocab/quantitykind/VolumeFlowRate,Volume Flow Rate
http://qudt.org/vocab/unit/IN3-PER-MIN,Cubic Inch per Minute,http://qudt.org/vocab/quantitykind/VolumePerUnitTime,Volume per Unit Time
http://qudt.org/vocab/unit/IN3-PER-SEC,Cubic Inch Per Second,http://qudt.org/vocab/quantitykind/VolumeFlowRate,Volume Flow Rate
http://qudt.org/vocab/unit/IN4,Quartic Inch,http://qudt.org/vocab/quantitykind/SecondAxialMomentOfArea,Second Axial Moment of Area
http://qudt.org/vocab/unit/IN_H2O,Inch of Water,http://qudt.org/vocab/quantitykind/ForcePerArea,Force Per Area
http://qudt.org/vocab/unit/IN_HG,Inch of Mercury,http://qudt.org/vocab/quantitykind/ForcePerArea,Force Per Area
http://qudt.org/vocab/unit/IU,International Unit,http://qudt.org/vocab/quantitykind/AmountOfSubstance,Amount of Substance
http://qudt.org/vocab/unit/IU-PER-L,International Unit per Litre,http://qudt.org/vocab/quantitykind/SerumOrPlasmaLevel,Serum or Plasma Level
http://qudt.org/vocab/unit/IcelandKrona,Iceland Krona,http://qudt.org/vocab/quantitykind/Currency,Currency
http://qudt.org/vocab/unit/IndianRupee,Indian Rupee,http://qudt.org/vocab/quantitykind/Currency,Currency
http://qudt.org/vocab/unit/IranianRial,Iranian Rial,http://qudt.org/vocab/quantitykind/Currency,Currency
http://qudt.org/vocab/unit/IraqiDinar,Iraqi Dinar,http://qudt.org/vocab/quantitykind/Currency,Currency
http://qudt.org/vocab/unit/J,Joule,http://qudt.org/vocab/quantitykind/Energy,Energy
http://qudt.org/vocab/unit/J,Joule,http://qudt.org/vocab/quantitykind/ThermalEnergy,Thermal Energy
http://qudt.org/vocab/unit/J,Joule,http://qudt.org/vocab/quantitykind/ForceMagnitude,Force Magnitude
http://qudt.org/vocab/unit/J,Joule,http://qudt.org/vocab/quantitykind/ExchangeIntegral,Exchange Integral
http://qudt.org/vocab/unit/J,Joule,http://qudt.org/vocab/quantitykind/HamiltonFunction,Hamilton Function
http://qudt.org/vocab/unit/J,Joule,http://qudt.org/vocab/quantitykind/LagrangeFunction,Lagrange Function
http://qudt.org/vocab/unit/J,Joule,http://qudt.org/vocab/quantitykind/LevelWidth,Level Width
http://qudt.org/vocab/unit/N-M,Newton Metre,http://qudt.org/vocab/quantitykind/Torque,Torque
http://qudt.org/vocab/unit/N-M,Newton Metre,http://qudt.org/vocab/quantitykind/MomentOfForce,Moment of Force
http://qudt.org/vocab/unit/J-M-PER-MOL,Joule Metre per Mole,http://qudt.org/vocab/quantitykind/LengthMolarEnergy,Length Molar Energy
http://qudt.org/vocab/unit/J-M2,Joule Square Metre,http://qudt.org/vocab/quantitykind/TotalAtomicStoppingPower,Total Atomic Stopping Power
http://qudt.org/vocab/unit/J-M2-PER-KiloGM,Joule Square Metre per Kilogram,http://qudt.org/vocab/quantitykind/TotalMassStoppingPower,Total Mass Stopping Power
http://qudt.org/vocab/unit/J-PER-CentiM2,Joule Per Square Centimetre,http://qudt.org/vocab/quantitykind/EnergyPerArea,Energy per Area
http://qudt.org/vocab/unit/J-PER-CentiM2-DAY,Joules per square centimetre per day,http://qudt.org/vocab/quantitykind/PowerPerArea,Power Per Area
http://qudt.org/vocab/unit/J-PER-CentiM2-DAY,Joules per square centimetre per day,http://qudt.org/vocab/quantitykind/Radiosity,Radiosity
http://qudt.org/vocab/unit/J-PER-GM,Joule Per Gram,http://qudt.org/vocab/quantitykind/SpecificEnergy,Specific Energy
http://qudt.org/vocab/unit/J-PER-HR,Joule Per Hour,http://qudt.org/vocab/quantitykind/Power,Power
http://qudt.org/vocab/unit/J-PER-K,Joule per Kelvin,http://qudt.org/vocab/quantitykind/HeatCapacity,Heat Capacity
http://qudt.org/vocab/unit/J-PER-K,Joule per Kelvin,http://qudt.org/vocab/quantitykind/Entropy,Entropy
http://qudt.org/vocab/unit/J-PER-KiloGM,Joule per Kilogram,http://qudt.org/vocab/quantitykind/SpecificEnergy,Specific Energy
http://qudt.org/vocab/unit/J-PER-KiloGM,Joule per Kilogram,http://qudt.org/vocab/quantitykind/MassieuFunction,Massieu Function
http://qudt.org/vocab/unit/J-PER-KiloGM,Joule per Kilogram,http://qudt.org/vocab/quantitykind/SpecificEnthalpy,Specific Enthalpy
http://qudt.org/vocab/unit/J-PER-KiloGM,Joule per Kilogram,http://qudt.org/vocab/quantitykind/SpecificGibbsEnergy,Specific Gibbs Energy
http://qudt.org/vocab/unit/J-PER-KiloGM,Joule per Kilogram,http://qudt.org/vocab/quantitykind/SpecificHelmholtzEnergy,Specific Helmholtz Energy
http://qudt.org/vocab/unit/J-PER-KiloGM,Joule per Kilogram,http://qudt.org/vocab/quantitykind/SpecificInternalEnergy,Specific Internal Energy
http://qudt.org/vocab/unit/J-PER-KiloGM-K,Joule per Kilogram Kelvin,http://qudt.org/vocab/quantitykind/SpecificHeatCapacity,Specific Heat Capacity
http://qudt.org/vocab/unit/J-PER-KiloGM-K,Joules per kilogram per Kelvin,http://qudt.org/vocab/quantitykind/SpecificHeatCapacity,Specific Heat Capacity
http://qudt.org/vocab/unit/J-PER-KiloGM-K,Joule per Kilogram Kelvin,http://qudt.org/vocab/quantitykind/SpecificEntropy,Specific Entropy
http://qudt.org/vocab/unit/J-PER-KiloGM-K,Joules per kilogram per Kelvin,http://qudt.org/vocab/quantitykind/SpecificEntropy,Specific Entropy
http://qudt.org/vocab/unit/J-PER-KiloGM-K,Joule per Kilogram Kelvin,http://qudt.org/vocab/quantitykind/SpecificHeatCapacityAtConstantPressure,Specific heat capacity at constant pressure
http://qudt.org/vocab/unit/J-PER-KiloGM-K,Joules per kilogram per Kelvin,http://qudt.org/vocab/quantitykind/SpecificHeatCapacityAtConstantPressure,Specific heat capacity at constant pressure
http://qudt.org/vocab/unit/J-PER-KiloGM-K,Joule per Kilogram Kelvin,http://qudt.org/vocab/quantitykind/SpecificHeatCapacityAtConstantVolume,Specific heat capacity at constant volume
http://qudt.org/vocab/unit/J-PER-KiloGM-K,Joules per kilogram per Kelvin,http://qudt.org/vocab/quantitykind/SpecificHeatCapacityAtConstantVolume,Specific heat capacity at constant volume
http://qudt.org/vocab/unit/J-PER-KiloGM-K,Joule per Kilogram Kelvin,http://qudt.org/vocab/quantitykind/SpecificHeatCapacityAtSaturation,Specific Heat Capacity at Saturation
http://qudt.org/vocab/unit/J-PER-KiloGM-K,Joules per kilogram per Kelvin,http://qudt.org/vocab/quantitykind/SpecificHeatCapacityAtSaturation,Specific Heat Capacity at Saturation
http://qudt.org/vocab/unit/J-PER-KiloGM-K-M3,Joule per Kilogram Kelvin Cubic Metre,http://qudt.org/vocab/quantitykind/SpecificHeatCapacityAtConstantVolume,Specific heat capacity at constant volume
http://qudt.org/vocab/unit/J-PER-KiloGM-K-M3,Joule per Kilogram Kelvin Cubic Metre,http://qudt.org/vocab/quantitykind/SpecificHeatVolume,Specific Heat Volume
http://qudt.org/vocab/unit/J-PER-KiloGM-K-PA,Joule per Kilogram Kelvin per Pascal,http://qudt.org/vocab/quantitykind/SpecificHeatCapacityAtConstantPressure,Specific heat capacity at constant pressure
http://qudt.org/vocab/unit/J-PER-KiloGM-K-PA,Joule per Kilogram Kelvin per Pascal,http://qudt.org/vocab/quantitykind/SpecificHeatPressure,Specific Heat Pressure
http://qudt.org/vocab/unit/J-PER-M,Joule Per Metre,http://qudt.org/vocab/quantitykind/TotalLinearStoppingPower,Total Linear Stopping Power
http://qudt.org/vocab/unit/J-PER-M,Joule Per Metre,http://qudt.org/vocab/quantitykind/LinearEnergyTransfer,Linear Energy Transfer
http://qudt.org/vocab/unit/J-PER-M2,Joule per Square Metre,http://qudt.org/vocab/quantitykind/EnergyPerArea,Energy per Area
http://qudt.org/vocab/unit/J-PER-M2,Joule per Square Metre,http://qudt.org/vocab/quantitykind/EnergyFluence,Energy Fluence
http://qudt.org/vocab/unit/J-PER-M2,Joule per Square Metre,http://qudt.org/vocab/quantitykind/RadiantFluence,Radiant Fluence
http://qudt.org/vocab/unit/J-PER-M3,Joule per Cubic Metre,http://qudt.org/vocab/quantitykind/EnergyDensity,Energy Density
http://qudt.org/vocab/unit/J-PER-M3,Joule per Cubic Metre,http://qudt.org/vocab/quantitykind/ElectromagneticEnergyDensity,Electromagnetic Energy Density
http://qudt.org/vocab/unit/J-PER-M3,Joule per Cubic Metre,http://qudt.org/vocab/quantitykind/RadiantEnergyDensity,Radiant Energy Density
http://qudt.org/vocab/unit/J-PER-M3,Joule per Cubic Metre,http://qudt.org/vocab/quantitykind/VolumicElectromagneticEnergy,Volumic Electromagnetic Energy
http://qudt.org/vocab/unit/J-PER-M3-K,Joule per Cubic Metre Kelvin,http://qudt.org/vocab/quantitykind/VolumetricHeatCapacity,Volumetric Heat Capacity
http://qudt.org/vocab/unit/J-PER-M4,Joule per Quartic Metre,http://qudt.org/vocab/quantitykind/SpectralRadiantEnergyDensity,Spectral Radiant Energy Density
http://qudt.org/vocab/unit/J-PER-MOL,Joule per Mole,http://qudt.org/vocab/quantitykind/ChemicalAffinity,Chemical Affinity
http://qudt.org/vocab/unit/J-PER-MOL,Joule per Mole,http://qudt.org/vocab/quantitykind/ElectricPolarizability,Electric Polarizability
http://qudt.org/vocab/unit/J-PER-MOL,Joule per Mole,http://qudt.org/vocab/quantitykind/MolarEnergy,Molar Energy
http://qudt.org/vocab/unit/J-PER-MOL-K,Joule per Mole Kelvin,http://qudt.org/vocab/quantitykind/MolarHeatCapacity,Molar Heat Capacity
http://qudt.org/vocab/unit/J-PER-MOL-K,Joule per Mole Kelvin,http://qudt.org/vocab/quantitykind/MolarEntropy,Molar Entropy
http://qudt.org/vocab/unit/J-PER-SEC,Joule Per Second,http://qudt.org/vocab/quantitykind/Power,Power
